id,name,description,categories,opening_hour,closing_hour,main_dish
305,Tandoori Flame,"Indian restaurant specializing in tandoori dishes, curries, and naan.",Indian food,11:00 AM,9:30 PM,Tandoori Chicken
306,Green Veggie Cafe,"Healthy vegetarian cafe offering bowls, smoothies, and plant-based dishes.",Vegan food,9:00 AM,8:00 PM,Quinoa Salad Bowl
307,Balkan Grill,"A rustic eatery serving grilled meats, kevapi, and Mediterranean salads.",Balkan food,12:00 PM,10:00 PM,kevapi
308,Pasta Perfection,Italian pasta house serving house-made pasta and signature sauces.,Italian food,12:00 PM,9:00 PM,Fettuccine Alfredo
309,The Tapas Corner,"Cozy Spanish tapas bar with small plates of paella, patatas bravas, and sangria.",Spanish food,1:00 PM,11:00 PM,Paella
310,Peking Duck House,Authentic Chinese restaurant known for its signature Peking duck and dim sum.,Chinese food,11:30 AM,10:00 PM,Peking Duck
311,La Cocina Latina,"Vibrant Latin kitchen offering empanadas, arepas, and rice bowls.",Mexican food,11:00 AM,10:00 PM,Empanadas
312,Pho Saigon,"Vietnamese restaurant specializing in pho, banh mi, and Vietnamese iced coffee.",Vietnamese food,10:30 AM,9:00 PM,Pho Bo
313,Flavors of Italy,"Authentic Italian restaurant offering Panzerotti, Focaccia, and Pizza fritta.",Italian food,12:00 PM,10:00 PM,Doro Wat
314,Ramen Station,Casual Japanese restaurant specializing in hearty bowls of ramen and gyoza.,Japanese food,11:00 AM,9:30 PM,Tonkotsu Ramen
315,Moroccan Oasis,"Cozy Moroccan restaurant with tagines, couscous, and mint tea.",Moroccan food,12:00 PM,10:00 PM,Chicken Tagine
316,The Grill House,"Sizzling steaks, grilled chicken, and seafood served with sides and sauces.",BBQ food,11:00 AM,10:00 PM,Grilled Ribeye Steak
317,Southern Comfort,"Southern-style comfort food with fried chicken, mashed potatoes, and cornbread.",American food,11:00 AM,9:00 PM,Fried Chicken
318,Kebab Express,"Fast-casual restaurant serving juicy kebabs, falafel, and fries.",Middle Eastern food,11:30 AM,10:00 PM,Lamb Kebab
319,Crepes & Co.,"Charming cafe serving sweet and savory crepes, coffee, and fresh juices.",French food,8:00 AM,6:00 PM,Nutella Crepes
320,The Sea Spot,"Seafood restaurant with a focus on crawfish, shrimp boils, and po' boys.",Seafood,11:00 AM,9:00 PM,Crawfish Boil
321,La Trattoria,"Classic Italian trattoria serving homemade pasta, pizza, and seasonal specials.",Italian food,12:00 PM,10:00 PM,Lasagna
322,Bistro Le Parisien,"Charming bistro offering a selection of French wines, cheese, and classic dishes.",French food,1:00 PM,11:00 PM,Duck Confit
323,Taco Delights,"Vibrant taco joint serving gourmet tacos, nachos, and spicy salsas.",Mexican food,11:00 AM,10:00 PM,Carnitas Taco
324,Sake House,"Japanese eatery offering sushi, sashimi, and tempura in a cozy setting.",Japanese food,5:00 PM,11:00 PM,Dragon Roll
325,Curry Corner,"Indian restaurant offering rich, flavorful curries, tandoori dishes, and naan bread.",Indian food,11:00 AM,10:00 PM,Butter Chicken
326,Cafe Samba,"Brazilian cafe offering a variety of acai bowls, pollo de queijo, and Brazilian coffee.",Brazilian food,8:00 AM,8:00 PM,Feijoada
327,Churrascaria Sabor,Brazilian churrascaria specializing in grilled meats served on skewers and a salad bar.,Brazilian food,12:00 PM,10:00 PM,Picanha
328,Pasta Fresca,Fresh pasta restaurant serving hand-crafted pasta dishes and Italian-inspired sides.,Italian food,11:00 AM,10:00 PM,Penne Arrabbiata
329,The Waffle House,"Sweet and savory waffle house known for its crispy waffles, eggs, and bacon.",Brunch  & Other food,7:00 AM,3:00 PM,Chicken & Waffles
330,The Ramen Lab,"Casual ramen bar with a variety of broths, noodles, and toppings.",Japanese food,11:00 AM,9:00 PM,Shoyu Ramen
331,Pho 24/7,"Vietnamese restaurant offering pho, banh xeo, and other traditional Vietnamese dishes.",Vietnamese food,10:00 AM,9:00 PM,Pho Ga
332,The Burger Shack,"Classic American burger joint with gourmet burgers, milkshakes, and fries.",American food,11:00 AM,10:00 PM,Cheeseburger
333,Pita Palace,"Mediterranean restaurant serving fresh pita wraps, shawarma, and tabbouleh.",Middle Eastern food,11:00 AM,10:00 PM,Chicken Shawarma
334,Buns & Bites,"Gourmet sandwich shop offering creative sandwiches, soups, and salads.",Fast food,11:00 AM,9:00 PM,Pulled Pork Sandwich
335,Mamas Pizza,"Homestyle pizza joint offering thin-crust and deep-dish pizzas, calzones, and garlic bread.",Italian food,12:00 PM,10:00 PM,Deep Dish Pizza
336,Banh xeo & Co.,"Modern Vietnamese cafe serving pho, bahn xeo sandwiches, and bubble tea.",Vietnamese food,10:00 AM,9:00 PM,Bahn xeo
337,The Pancake House,"Cozy diner serving classic pancakes, waffles, and omelets.",Brunch  & Other food,7:00 AM,3:00 PM,Stack of Pancakes
338,Spice Symphony,Indian restaurant with a modern twist on traditional curries and tandoori dishes.,Indian food,11:00 AM,10:00 PM,Lamb Rogan Josh
339,Sushi Express,"Quick-service sushi restaurant serving nigiri, rolls, and bento boxes.",Japanese food,11:00 AM,9:00 PM,California Roll
340,The Diner,"American diner offering burgers, milkshakes, fries, and hearty breakfast plates.",American food,7:00 AM,10:00 PM,Classic Cheeseburger
341,Pasta Bella,Authentic Italian restaurant specializing in freshly made pasta and traditional sauces.,Italian food,12:00 PM,10:00 PM,Spaghetti Carbonara
342,Tandoori Flames,Indian restaurant known for its tandoori dishes and flavorful curries.,Indian food,11:00 AM,10:00 PM,Tandoori Chicken
343,Sushi Master,"Traditional sushi bar serving fresh, expertly crafted sushi and sashimi.",Japanese food,11:00 AM,9:00 PM,Omakase
344,The Pie Shop,Local bakery serving freshly baked savory and salty focaccia.,Italian food,7:00 AM,6:00 PM,Beef Wellington Pie
345,Soul Food Kitchen,"Southern comfort food serving fried chicken, collard greens, and cornbread.",American food,11:00 AM,10:00 PM,Fried Chicken
346,Baguette & Co.,"French cafe serving gourmet baguettes, croissants, and quiches.",French food,7:00 AM,3:00 PM,Croque Monsieur
347,El Mariachi,"Mexican restaurant offering tacos, burritos, quesadillas, and margaritas.",Mexican food,11:00 AM,10:00 PM,Burrito Grande
348,Szechuan Spice,Chinese restaurant specializing in spicy Szechuan dishes and dumplings.,Chinese food,11:00 AM,9:00 PM,Kung Pao Chicken
349,The Dumpling House,Cozy eatery known for its handmade dumplings and hot pots.,Chinese food,11:00 AM,9:00 PM,Pork Dumplings
350,Bento Box,"Japanese lunch spot offering delicious bento boxes with rice, vegetables, and protein.",Japanese food,11:00 AM,9:00 PM,Chicken Teriyaki Bento
351,Grill & Chill,"American grill offering burgers, steaks, and barbecue ribs.",BBQ food,12:00 PM,11:00 PM,BBQ Ribs
352,Noodle Nirvana,Japanese noodle shop offering a wide variety of noodle soups and stir-fries.,Japanese food,11:00 AM,9:00 PM,Pad Thai
353,Cafe de Paris,"Elegant Parisian cafe offering croissants, quiches, and coffee.",French food,7:00 AM,4:00 PM,Quiche Lorraine
354,The Fish Market,"Seafood restaurant offering fresh fish, shrimp, oysters, and lobster.",Seafood,12:00 PM,9:00 PM,Grilled Salmon
355,BBQ Town,American BBQ joint known for its slow-cooked meats and smoky sauces.,BBQ food,12:00 PM,11:00 PM,Pulled Pork Sandwich
356,Spice Route,Indian dinery restaurant offering modern takes on classic Indian dishes.,Indian food,11:00 AM,10:00 PM,Chana Masala
357,Samba Nights,"Mexican restaurant offering authentic Mexican music, Burritos and Tacos.",Mexican food,11:00 AM,10:00 PM,Cuban Sandwich
358,La Cantina,"Mexican cantina offering tacos, enchiladas, and specialty margaritas.",Mexican food,11:00 AM,10:00 PM,Enchiladas Verdes
359,The Sandwich Spot,Casual sandwich shop offering a wide variety of gourmet sandwiches and soups.,Fast food,10:00 AM,9:00 PM,Turkey Club Sandwich
360,Ramen Express,"Quick-service ramen restaurant offering a variety of broths, toppings, and sides.",Japanese food,11:00 AM,9:00 PM,Miso Ramen
361,Pizzeria Napoli,Traditional Italian pizzeria known for wood-fired pizzas and fresh ingredients.,Italian food,11:00 AM,10:00 PM,Margherita Pizza
362,Banh Mi Street,Vietnamese street food spot specializing in crispy baguette sandwiches.,Vietnamese food,10:00 AM,9:00 PM,Banh Mi Thit
363,The Greenhouse Cafe,"Farm-to-table cafe offering fresh salads, wraps, and smoothies.",Vegan food,7:00 AM,5:00 PM,Avocado Toast
364,Saffron Grill,Indian restaurant featuring a variety of spiced dishes and grilled meats.,Indian food,11:00 AM,10:00 PM,Chicken Tikka
365,Caffe Oaxaca,Mexican caffe offering authentic Oaxacan specialties and rich coffee.,Mexican food,9:00 AM,9:00 PM,Mole Negro
366,The Pasta Kitchen,"Italian restaurant serving hand-made pasta, classic sauces, and wood-fired dishes.",Italian food,12:00 PM,11:00 PM,Fettuccine Alfredo
367,Taco Loco,"Vibrant Mexican restaurant offering tacos, burritos, and refreshing margaritas.",Mexican food,11:00 AM,10:00 PM,Carne Asada Tacos
368,Vegan Harvest,"Vegan restaurant offering seasonal dishes made with fresh, local produce.",Vegan food,10:00 AM,8:00 PM,Vegan Burger
369,Burger Joint,"Casual spot serving gourmet burgers, fries, and milkshakes.",American food,11:00 AM,10:00 PM,Cheeseburger
370,Curry Station,"Indian restaurant offering a variety of curry dishes, naan, and biryanis.",Indian food,11:00 AM,10:00 PM,Butter Chicken
371,Seafood Shack,"Seafood restaurant offering oysters, lobster rolls, shrimp cocktails, and more.",Seafood,12:00 PM,9:00 PM,Lobster Roll
372,Noodle Express,Quick-service spot offering Asian noodle dishes and dim sum.,Chinese food,11:00 AM,9:00 PM,Beef Chow Fun
373,The Pancake House,"Breakfast spot known for its variety of pancakes, waffles, and egg dishes.",Brunch  & Other food,7:00 AM,3:00 PM,Buttermilk Pancakes
374,Tandoori Palace,"Authentic Indian tandoori restaurant offering kebabs, naan, and curries.",Indian food,11:00 AM,10:00 PM,Tandoori Chicken
375,Buns & Brews,Gourmet bakery specializing in freshly baked buns and artisan coffee.,Italian food,7:00 AM,5:00 PM,Cinnamon Roll
376,Sushi Bar,"Japanese sushi bar serving fresh rolls, sashimi, and nigiri.",Japanese food,11:00 AM,9:00 PM,California Roll
377,The Ramen Shop,"Japanese ramen restaurant offering a variety of broths, noodles, and toppings.",Japanese food,11:00 AM,9:00 PM,Shoyu Ramen
378,Bento Delight,"Japanese spot offering an assortment of bento boxes filled with rice, veggies, and proteins.",Japanese food,11:00 AM,9:00 PM,Tempura Bento
379,Pasta Fresca,"Italian restaurant offering fresh, handmade pasta dishes and regional specialties.",Italian food,12:00 PM,10:00 PM,Lasagna
380,The Crepe Corner,"French caffe offering savory and sweet crepes, coffee, and pastries.",French food,7:00 AM,5:00 PM,Nutella Crepe
381,Grill & Co.,"Modern grill house serving steak, burgers, and grilled seafood.",American food,11:00 AM,10:00 PM,Ribeye Steak
382,The Veggie Spot,Vegan and vegetarian-friendly eatery offering plant-based dishes.,Vegan food,10:00 AM,8:00 PM,Vegan Burrito
383,Sushi Junction,"Japanese restaurant serving sushi, sashimi, and other traditional Japanese dishes.",Japanese food,11:00 AM,9:00 PM,Tuna Sashimi
384,Taco Paradise,"Mexican street food-style restaurant offering tacos, quesadillas, and more.",Mexican food,11:00 AM,10:00 PM,Fish Tacos
385,Bavarian Grill,"Authentic German grill serving sausages, schnitzels, and pretzels.",German food,11:00 AM,9:00 PM,Wiener Schnitzel
386,Pasta & Vino,"Italian bistro offering pasta, wines, and fresh salads.",Italian food,12:00 PM,10:00 PM,Spaghetti Bolognese
387,Ramen Riot,Japanese ramen bar offering rich broths and a variety of ramen toppings.,Japanese food,11:00 AM,9:00 PM,Miso Ramen
388,Flame & Smoke,"BBQ joint offering slow-cooked ribs, pulled pork, and brisket.",BBQ food,11:00 AM,10:00 PM,Beef Brisket
389,Mediterranean Grill,"Greek and Middle Eastern-inspired grill serving kebabs, falafel, and hummus.",Greek food,11:00 AM,10:00 PM,Shawarma
390,Bao Bun Street,Chinese street food restaurant offering bao buns with a variety of fillings.,Chinese food,11:00 AM,9:00 PM,Pork Bao
391,Sushi Zen,Sushi and Japanese cuisine restaurant offering fresh sushi and sashimi.,Japanese food,11:00 AM,9:00 PM,Salmon Nigiri
392,Burrito Barrio,"Mexican restaurant offering burritos, tacos, and nachos with fresh ingredients.",Mexican food,11:00 AM,10:00 PM,Beef Burrito
393,Lobster House,Seafood restaurant specializing in lobster dishes and fresh catches.,Seafood,12:00 PM,9:00 PM,Lobster Tail
394,La Pizzeria,"Italian pizzeria offering thin-crust pizzas, pasta, and Italian wines.",Italian food,11:00 AM,10:00 PM,Quattro Stagioni Pizza
395,Bento Express,Quick-service Japanese restaurant offering delicious bento boxes and sushi.,Japanese food,11:00 AM,9:00 PM,Chicken Teriyaki Bento
396,Caffe Patisserie,"French caffe offering a wide range of pastries, coffee, and sandwiches.",French food,7:00 AM,5:00 PM,Croque Monsieur
397,Curry Kitchen,Indian restaurant specializing in a variety of flavorful curries and rice dishes.,Indian food,11:00 AM,10:00 PM,Lamb Rogan Josh
398,Poke Bowl Bar,Healthy and fresh poke bowls with customizable toppings and sauces.,Japanese food,11:00 AM,9:00 PM,Ahi Poke Bowl
399,Souvlaki Street,"Greek restaurant offering souvlaki, gyros, and traditional Mediterranean sides.",Greek food,11:00 AM,10:00 PM,Pork Souvlaki
