id,name,description,categories,opening_hour,closing_hour,main_dish
183,Silver Kitchen,"To achieve and maintain such distinction in food and wine, service, atmosphere and setting that the restaurant gains a first class reputation for gastronomy, gracious and informed hospitality, comfort and beauty which draws new and repeat customers year after year. To achieve the above whilst upholding staff policies and practices which promote a fair and positive working environment. To be aware of and act on our responsibilities as a good corporate citizen to  provide a safe, clean and attractive place for guests to enjoy and for employees to work in - ensure ecologically sound management practices at the restaurant and in our surrounding gardens and woods - undertake meaningful involvement of Restaurant Les Fougères in selected charitable activities in our community and region.",Vegetarian,7:00 AM,11:00 PM,Grilled Vegetable Platter
184,2994 Pub,To provide an exceptional dining experience that satisfies our guests’ grown-up tastes by being a Cut-Above in everything we do.,Vegetarian,10:00 AM,9:00 PM,Grilled Vegetable Platter
185,Green House,To provide an exceptional dining experience that satisfies our guests’ grown-up tastes by being a Cut-Above in everything we do.,Italian food,10:00 AM,8:00 PM,Chef's Special
186,44 Coffee,We are committed to using the finest ingredients in our recipes. No food leaves our kitchen that we ourselves would not eat.,Italian food,8:00 AM,9:00 PM,Chef's Special
187,CPU Grill & Tap,We are committed to using the finest ingredients in our recipes. No food leaves our kitchen that we ourselves would not eat.,Brunch,6:00 AM,10:00 PM,Avocado Toast
188,520 Pub,"Culver’s Restaurant was founded by the Culver family in 1984, which eventually branched out to more than 300 franchised restaurants all over the US. Culver’s is well-known for its ButterBurger, which made the restaurant extremely famous. They also have other items which include salads, sandwiches, desserts, etc.",Vegetarian,10:00 AM,9:00 PM,Grilled Vegetable Platter
189,Red Kitchen,"To sell delicious and remarkable food and drinks. That the food and drink we sell meets the highest standards of quality, freshness and seasonality and combines both modern-creative and traditional southern styles of cooking. To consistently provide our customers with impeccable service by demonstrating warmth, graciousness, efficiency, knowledge, professionalism and integrity in our work. To have every customer who comes through our doors leave impressed by Maxie’s and excited to come back again. To create and maintain a restaurant that is comprehensive and exceptional in its attention to every detail of operation. To provide all who work with us a friendly, cooperative and rewarding environment which encourages long- term, satisfying, growth employment. To keep our concept fresh, exciting and on the cutting edge of the hospitality and entertainment industry. To be a giving member of the Ithaca community and to use our restaurant to improve the quality of life in the Finger Lakes region.",Fine dining,9:00 AM,9:00 PM,Beef Wellington
190,57 Grill & Tap,"Yoshinoya is in business to create the structure and systems needed to allow our customers access to the majority of their away-from-home daily meal requirements on a one-stop-shop basis. All our products shall be of the highest quality and value, be healthy, nutritious and provided with outstanding personal services at the lowest possible prices consistent with a fair return on investment for our shareholders, job enhancementsecurity for our employees and a level of community involvement by everyone connected with our business. All of our products and services shall be delivered consistently and measured one satisfied customer at a time, whether by company-owned or franchised operations, in superior, clean, convenient, fun and friendly neighborhood environments. We pledge to make Yoshinoya the best place to eat and the best place to work.",Fine dining,10:00 AM,9:00 PM,Beef Wellington
191,Sweet Gastropub,"Delhaize Group will achieve leading positions in food retailing in key mature and emerging markets. We accomplish our goal by developing strong regional companies benefiting from and contributing to the Groups strength, expertise and successful practices. Delhaize Group goes to market with a variety of food store formats. The Group is committed to offer a locally differentiated shopping experience to its customers in each of its markets, to deliver superior value and to maintain high social, environmental and ethical standards.",Brunch,6:00 AM,9:00 PM,Avocado Toast
192,2292 Pub,"Our mission has been to help people achieve their health and wellness goals. though weve changed over the years, our values have remained the same.",Brunch,10:00 AM,9:00 PM,Avocado Toast
193,Green Gastropub,"Our mission has been to help people achieve their health and wellness goals. though weve changed over the years, our values have remained the same.",French food,8:00 AM,11:00 PM,Coq au Vin
194,Blue Bar & Grill,"Culver’s Restaurant was founded by the Culver family in 1984, which eventually branched out to more than 300 franchised restaurants all over the US. Culver’s is well-known for its ButterBurger, which made the restaurant extremely famous. They also have other items which include salads, sandwiches, desserts, etc.",Fast food,6:00 AM,10:00 PM,Cheeseburger
195,UT Creamery,"To deliver an exceptional shopping experience by offering the best service, value, quality, and freshest products while being good stewards of our environment and giving back to the communities we serve.",Italian food,8:00 AM,11:00 PM,Chef's Special
196,Hungry Coffee,To provide an exceptional dining experience that satisfies our guests’ grown-up tastes by being a Cut-Above in everything we do.,French food,7:00 AM,8:00 PM,Coq au Vin
197,Blue Plate Sushi,"Our Mission at Denny’s is to establish beneficial business relationships with diverse suppliers who share our commitment to customer service, quality and competitive pricing.",French food,9:00 AM,10:00 PM,Coq au Vin
198,Sweet House,"To deliver an exceptional shopping experience by offering the best service, value, quality, and freshest products while being good stewards of our environment and giving back to the communities we serve.",Fast food,6:00 AM,10:00 PM,Cheeseburger
199,Spice Deli,"SVIs mission is to deliver quality products at affordable prices to our independent retailers, wholesalers and food service partners around the world by providing international procurement, distribution, marketing and supply chain management.",Fast food,10:00 AM,8:00 PM,Cheeseburger
200,The Rustic Table,Farm-to-table Italian cuisine featuring handmade pasta and seasonal ingredients sourced from local producers.,Italian food,12:00 PM,11:00 PM,Truffle Risotto
201,Sakura House,"Traditional Japanese cuisine with a modern twist, featuring fresh sushi and authentic ramen.",Japanese food,11:30 AM,10:30 PM,Signature Ramen
202,Blue Lobster,Premium seafood restaurant specializing in Mediterranean-style dishes with fresh daily catch.,Seafood,12:30 PM,11:30 PM,Grilled Sea Bass
203,Imperial Garden,Authentic Chinese cuisine featuring Sichuan and Cantonese specialties prepared by master chefs.,Chinese food,11:00 AM,11:00 PM,Peking Duck
204,Gourmet Burger Co,Premium burger restaurant using select cuts of meat and artisanal ingredients.,American food,11:00 AM,10:00 PM,Signature Burger
205,Sushi Excellence,Master sushi chefs create innovative combinations while respecting traditional techniques.,Sushi,12:00 PM,11:00 PM,Chef's Selection
206,Mediterranean Pearl,Coastal Mediterranean cuisine featuring fresh seafood and local ingredients.,Mediterranean,12:00 PM,10:30 PM,Seafood Paella
207,Thai Orchid,"Authentic Thai flavors in a modern setting, featuring traditional recipes with premium ingredients.",Thai food,11:30 AM,10:00 PM,Pad Thai
208,Fusion Factory,Innovative fusion cuisine combining Asian and European flavors in creative ways.,Fusion,5:00 PM,11:00 PM,Asian-Italian Fusion Bowl
209,The Steakhouse,Premium steakhouse featuring aged beef and classic American sides.,Steakhouse,4:00 PM,11:00 PM,Ribeye Steak
210,Vegan Paradise,Creative plant-based cuisine using organic ingredients and innovative cooking techniques.,Vegan,11:00 AM,9:00 PM,Buddha Bowl
211,Mexican Fiesta,Authentic Mexican flavors and traditional recipes in a vibrant atmosphere.,Mexican food,11:00 AM,10:00 PM,Mole Poblano
212,Indian Spice,Traditional Indian cuisine with authentic spices and tandoor specialties.,Indian food,11:30 AM,10:30 PM,Butter Chicken
213,Greek Taverna,"Traditional Greek dishes and mezze in a warm, family-style atmosphere.",Greek food,12:00 PM,11:00 PM,Moussaka
214,BBQ King,Southern-style barbecue with house-made sauces and traditional sides.,BBQ,11:30 AM,9:30 PM,Smoked Brisket
215,Korean BBQ House,Interactive Korean BBQ experience with premium meats and traditional sides.,Korean food,5:00 PM,11:00 PM,Galbi
216,French Bistro,Classic French cuisine in an intimate bistro setting with seasonal menu changes.,French food,5:30 PM,10:30 PM,Coq au Vin
217,Vietnamese Pho,Authentic Vietnamese soups and street food favorites.,Vietnamese food,10:00 AM,9:00 PM,Beef Pho
218,Spanish Tapas,Traditional Spanish tapas and paella in a lively atmosphere.,Spanish food,4:00 PM,11:00 PM,Mixed Tapas
219,Pizza Paradise,Authentic Neapolitan pizza made in a wood-fired oven with imported ingredients.,Pizza,11:30 AM,10:00 PM,Margherita Pizza
220,Dim Sum Palace,Traditional Hong Kong-style dim sum served from rolling carts.,Dim Sum,9:00 AM,3:00 PM,Har Gow
221,Brazilian Churrasco,Authentic Brazilian steakhouse with all-you-can-eat grilled meats.,Brazilian food,4:00 PM,10:30 PM,Picanha
222,Lebanese Garden,Traditional Lebanese mezze and grilled specialties in a garden setting.,Lebanese food,11:30 AM,10:00 PM,Mixed Grill
223,Ramen Bar,Authentic Japanese ramen with house-made noodles and rich broths.,Ramen,11:00 AM,10:00 PM,Miso Ramen
224,Vegetarian Oasis,Creative vegetarian cuisine using organic and locally sourced ingredients.,Vegetarian,11:00 AM,9:30 PM,Quinoa Power Bowl
225,Seafood Harbor,Fresh seafood prepared in various international styles with ocean views.,Seafood,12:00 PM,10:00 PM,Seafood Platter
226,Persian Palace,Authentic Persian cuisine featuring traditional kebabs and rice dishes.,Persian food,12:00 PM,10:00 PM,Chelo Kebab
227,Caribbean Flavors,Vibrant Caribbean dishes with authentic spices and fresh ingredients.,Caribbean food,11:30 AM,9:30 PM,Jerk Chicken
228,Modern Bistro,Contemporary European cuisine with seasonal ingredients and innovative techniques.,Modern European,5:30 PM,11:00 PM,Duck Confit
229,Argentine Grill,Traditional Argentine steakhouse featuring premium cuts and chimichurri.,Argentine food,4:00 PM,11:00 PM,Asado Mixed Grill
230,Noodle House,Asian noodle specialties from various regions with authentic preparations.,Asian Fusion,11:00 AM,10:00 PM,Dan Dan Noodles
231,Mediterranean Grill,Fresh Mediterranean cuisine with emphasis on grilled meats and seafood.,Mediterranean,12:00 PM,10:30 PM,Mixed Grill Platter
232,Street Food Market,International street food favorites in a modern food hall setting.,Street Food,11:00 AM,9:00 PM,Global Tacos
233,Hawaiian Poke,Fresh poke bowls and Hawaiian specialties with fresh fish daily.,Hawaiian food,11:00 AM,8:00 PM,Signature Poke Bowl
234,Moroccan Nights,Traditional Moroccan tagines and couscous in an authentic setting.,Moroccan food,5:00 PM,10:30 PM,Lamb Tagine
235,Craft Beer & Burgers,Gourmet burgers paired with local craft beers in a casual atmosphere.,American food,11:30 AM,11:00 PM,Craft Beer Burger
236,Turkish Delight,Authentic Turkish cuisine featuring kebabs and traditional mezes.,Turkish food,12:00 PM,10:00 PM,Iskender Kebab
237,Raw Vegan Cafe,Creative raw vegan dishes and cold-pressed juices in an eco-friendly setting.,Raw Vegan,8:00 AM,8:00 PM,Living Lasagna
238,Soul Food Kitchen,Traditional Southern soul food with family recipes passed down generations.,Soul Food,11:00 AM,9:00 PM,Fried Chicken & Waffles
239,Pacific Rim,Fusion cuisine combining flavors from around the Pacific Ocean.,Pacific Fusion,5:00 PM,10:30 PM,Miso Glazed Black Cod
240,Gastropub,Elevated pub fare with craft cocktails and local beers.,Gastropub,4:00 PM,12:00 AM,Duck Fat Fries
241,Indonesian Spice,Traditional Indonesian dishes with authentic spices and preparations.,Indonesian food,11:30 AM,9:30 PM,Nasi Goreng
242,Alpine Lodge,Swiss and Austrian alpine cuisine in a cozy mountain-style setting.,Alpine food,5:00 PM,10:00 PM,Cheese Fondue
243,Malaysian Street,Authentic Malaysian street food favorites in a casual setting.,Malaysian food,11:00 AM,10:00 PM,Laksa
244,Tandoori Express,North Indian tandoori specialties and curries made to order.,Indian food,11:30 AM,10:00 PM,Tandoori Mixed Grill
245,Coastal Kitchen,Fresh seafood prepared with global coastal influences.,Seafood,12:00 PM,10:30 PM,Seafood Bouillabaisse
246,Wine & Tapas,Spanish wines paired with traditional and modern tapas.,Spanish food,4:00 PM,11:30 PM,Patatas Bravas
247,Dumpling House,Handmade dumplings from various Asian traditions.,Asian Fusion,11:00 AM,9:30 PM,Soup Dumplings
248,African Grill,Pan-African cuisine featuring traditional grilled meats and stews.,African food,12:00 PM,10:00 PM,Suya Platter
249,Farm Table,Farm-to-table American cuisine with daily changing menu.,American food,5:00 PM,10:00 PM,Daily Special
250,Taco Lab,Creative tacos with global influences and craft margaritas.,Mexican fusion,11:00 AM,10:00 PM,Fusion Tacos
251,Izakaya Night,Japanese pub food and sake in a traditional izakaya setting.,Japanese food,5:00 PM,12:00 AM,Yakitori Set
252,Curry House,Authentic British-style curry house with traditional favorites.,Indian food,4:30 PM,11:00 PM,Chicken Tikka Masala
253,Nordic Kitchen,Modern Scandinavian cuisine with foraged ingredients.,Nordic food,5:00 PM,10:00 PM,Arctic Char
254,Smokehouse BBQ,Texas-style barbecue with house-made rubs and sauces.,BBQ,11:00 AM,9:00 PM,Smoked Brisket
255,Pho Express,Quick-service Vietnamese restaurant specializing in pho and banh mi.,Vietnamese food,10:00 AM,9:00 PM,Special Pho
256,Athens Grill,Traditional Greek grill house with authentic souvlaki and gyros.,Greek food,11:00 AM,10:00 PM,Mixed Souvlaki Platter
257,Dim Sum Garden,Cantonese dim sum served all day in a modern setting.,Chinese food,9:00 AM,9:00 PM,Dim Sum Sampler
258,Crepe Corner,Sweet and savory French crepes made to order.,French food,8:00 AM,8:00 PM,Complete Crepe
259,Burger Lab,Experimental burger combinations with unique toppings and sauces.,Burgers,11:00 AM,10:00 PM,Experimental Burger
260,Tempura House,Japanese tempura specialist with seasonal ingredients.,Japanese food,11:30 AM,9:30 PM,Tempura Set
261,Pasta Factory,Fresh pasta made daily with traditional Italian sauces.,Italian food,11:30 AM,10:00 PM,Daily Pasta Special
262,Seoul Kitchen,Authentic Korean dishes with traditional banchan sides.,Korean food,11:00 AM,10:00 PM,Bibimbap
263,Seafood Shack,Casual seafood restaurant with daily fresh catches.,Seafood,11:00 AM,9:00 PM,Fish & Chips
264,Falafel King,Middle Eastern street food with homemade falafel and shawarma.,Middle Eastern,10:00 AM,10:00 PM,Falafel Platter
265,Teppanyaki Grill,Interactive Japanese teppanyaki cooking experience.,Japanese food,5:00 PM,10:00 PM,Teppanyaki Set
266,Pizza Lab,Experimental pizzas with unique toppings and combinations.,Pizza,11:00 AM,11:00 PM,Chef's Special Pizza
267,Caribbean Grill,Island flavors with jerk specialties and tropical drinks.,Caribbean food,12:00 PM,10:00 PM,Jerk Platter
268,Healthy Bowl,Nutritious grain bowls with fresh ingredients and homemade dressings.,Health food,8:00 AM,8:00 PM,Custom Bowl
269,Thai Spice,Authentic Thai cuisine with varying spice levels.,Thai food,11:00 AM,10:00 PM,Green Curry
270,Brew & Bites,Craft beer pub with elevated bar food.,Pub food,3:00 PM,12:00 AM,Beer Battered Fish
271,Mediterranean Mezze,Small plates and mezze from around the Mediterranean.,Mediterranean,11:30 AM,10:00 PM,Mezze Platter
272,Steakhouse Prime,Premium steaks aged in-house and classic sides.,Steakhouse,5:00 PM,11:00 PM,Dry-Aged Ribeye
273,Ramen Factory,Handmade noodles in rich broths with traditional toppings.,Japanese food,11:00 AM,10:00 PM,Tonkotsu Ramen
274,Street Tacos,Authentic Mexican street tacos with handmade tortillas.,Mexican food,10:00 AM,10:00 PM,Al Pastor Tacos
275,Curry Leaf,South Indian specialties with fresh curry leaves and spices.,Indian food,11:30 AM,10:00 PM,Masala Dosa
276,Dim Sum Express,Quick-service dim sum with traditional favorites.,Chinese food,8:00 AM,8:00 PM,Dim Sum Combo
277,Bistro Moderne,Contemporary French bistro with seasonal menu.,French food,5:30 PM,10:30 PM,Duck Confit
278,Rotisserie Gold,Specialty rotisserie meats and comfort sides.,American food,11:00 AM,9:00 PM,Rotisserie Chicken
279,Pasta Prima,Premium Italian pasta dishes with imported ingredients.,Italian food,12:00 AM,7:00 PM,Carbonara
280,Tokyo Bites,"Modern Japanese eatery serving sushi rolls, bento boxes, and matcha desserts.",Japanese food,11:30 AM,10:30 PM,Rainbow Sushi Roll
281,El Patio Cantina,"Vibrant Mexican restaurant offering tacos, enchiladas, and freshly made guacamole.",Mexican food,12:00 PM,11:00 PM,Carne Asada Tacos
282,Curry Kingdom,Casual Indian restaurant specializing in aromatic curries and naan bread.,Indian food,11:00 AM,9:30 PM,Butter Chicken
283,New York Slice,Classic pizzeria serving thin-crust New York-style pizzas and garlic knots.,Pizza,10:30 AM,11:00 PM,Pepperoni Pizza
284,Savannah Smokehouse,Southern-style barbecue joint famous for its smoked ribs and brisket.,Barbecue,11:00 AM,10:00 PM,Smoked Brisket
285,Mediterranean Delight,"Cozy spot for Mediterranean staples like falafel, hummus, and shawarma.",Mediterranean food,11:00 AM,9:00 PM,Chicken Shawarma Plate
286,The French Table,Elegant bistro offering French classics like coq au vin and ratatouille.,French food,5:00 PM,10:30 PM,Beef Bourguignon
287,The Vegan Spot,Plant-based eatery with a menu of creative vegan burgers and smoothies.,Vegan food,10:00 AM,8:00 PM,Spicy Chickpea Burger
288,Istanbul Kebab House,"Authentic Turkish restaurant serving kebabs, pide, and baklava.",Turkish food,12:00 PM,11:00 PM,Lamb Kebab
289,Burger Barn,Family-friendly burger joint with gourmet burgers and loaded fries.,American food,11:00 AM,10:00 PM,Double Bacon Cheeseburger
290,Seaside Shack,"Relaxed seafood spot offering fish tacos, lobster rolls, and clam chowder.",Seafood,11:30 AM,9:30 PM,Lobster Roll
291,Urban Thai,"Trendy Thai restaurant serving pad thai, green curry, and mango sticky rice.",Thai food,11:00 AM,10:00 PM,Spicy Basil Chicken
292,Cafe Italiano,"Charming Italian cafe offering pasta dishes, paninis, and tiramisu.",Italian food,10:00 AM,10:00 PM,Fettuccine Alfredo
293,Korean Bites,"Hip Korean restaurant known for its bibimbap, bulgogi, and kimchi pancakes.",Korean food,11:00 AM,10:00 PM,Bibimbap
294,Thai Street Eats,Casual Thai spot serving spicy street food favorites like pad kra pao and som tum.,Thai food,12:00 PM,9:30 PM,Pad Kra Pao
295,Sushi Haven,Premium sushi restaurant with omakase-style dining and fresh sashimi.,Japanese food,5:00 PM,10:00 PM,Tuna Sashimi Platter
296,Chow Mein Express,"Quick-service Chinese restaurant with stir-fry noodles, fried rice, and dumplings.",Chinese food,10:30 AM,9:00 PM,Beef Chow Mein
297,Taco Town,"Festive Mexican eatery offering a variety of tacos, nachos, and margaritas.",Mexican food,11:00 AM,10:30 PM,Al Pastor Tacos
298,Peruvian Flavors,"Authentic Peruvian restaurant serving ceviche, lomo saltado, and causa.",Peruvian food,12:00 PM,9:00 PM,Ceviche Mixto
299,Belgian Bliss,"Charming cafe offering authentic Belgian waffles, crepes, and coffee.",Belgian food,8:00 AM,4:00 PM,Liege Waffle
300,Caribbean Breeze,"Lively Caribbean restaurant featuring jerk chicken, plantains, and tropical drinks.",Caribbean food,11:30 AM,10:00 PM,Jerk Chicken
301,Bistro Bordeaux,Elegant French bistro serving classic dishes like coq au vin and crème brûlée.,French food,12:00 PM,10:00 PM,Coq au Vin
302,Sushi King,High-end sushi restaurant specializing in fresh fish and sashimi.,Japanese food,5:00 PM,11:00 PM,Sashimi Platter
303,Mamma Mia Pizzeria,"Family-friendly Italian pizzeria offering a variety of pizzas, pasta, and desserts.",Italian food,11:00 AM,10:00 PM,Margherita Pizza
304,Café Mexicana,"Authentic Mexican café serving tacos, quesadillas, and churros.",Mexican food,12:00 PM,10:00 PM,Chicken Tacos
305,Tandoori Flame,"Indian restaurant specializing in tandoori dishes, curries, and naan.",Indian food,11:00 AM,9:30 PM,Tandoori Chicken
306,Green Veggie Cafe,"Healthy vegetarian café offering bowls, smoothies, and plant-based dishes.",Vegetarian food,9:00 AM,8:00 PM,Quinoa Salad Bowl
307,Balkan Grill,"A rustic eatery serving grilled meats, ćevapi, and Mediterranean salads.",Balkan food,12:00 PM,10:00 PM,Ćevapi
308,Pasta Perfection,Italian pasta house serving house-made pasta and signature sauces.,Italian food,12:00 PM,9:00 PM,Fettuccine Alfredo
309,The Tapas Corner,"Cozy Spanish tapas bar with small plates of paella, patatas bravas, and sangria.",Spanish food,1:00 PM,11:00 PM,Paella
310,Peking Duck House,Authentic Chinese restaurant known for its signature Peking duck and dim sum.,Chinese food,11:30 AM,10:00 PM,Peking Duck
311,La Cocina Latina,"Vibrant Latin kitchen offering empanadas, arepas, and rice bowls.",Latin food,11:00 AM,10:00 PM,Empanadas
312,Pho Saigon,"Vietnamese restaurant specializing in pho, banh mi, and Vietnamese iced coffee.",Vietnamese food,10:30 AM,9:00 PM,Pho Bo
313,Flavors of Ethiopia,"Authentic Ethiopian restaurant offering injera, tibs, and stews.",Ethiopian food,12:00 PM,10:00 PM,Doro Wat
314,Ramen Station,Casual Japanese restaurant specializing in hearty bowls of ramen and gyoza.,Japanese food,11:00 AM,9:30 PM,Tonkotsu Ramen
315,Moroccan Oasis,"Cozy Moroccan restaurant with tagines, couscous, and mint tea.",Moroccan food,12:00 PM,10:00 PM,Chicken Tagine
316,The Grill House,"Sizzling steaks, grilled chicken, and seafood served with sides and sauces.",Grill,11:00 AM,10:00 PM,Grilled Ribeye Steak
317,Southern Comfort,"Southern-style comfort food with fried chicken, mashed potatoes, and cornbread.",Southern food,11:00 AM,9:00 PM,Fried Chicken
318,Kebab Express,"Fast-casual restaurant serving juicy kebabs, falafel, and fries.",Middle Eastern food,11:30 AM,10:00 PM,Lamb Kebab
319,Crepes & Co.,"Charming café serving sweet and savory crepes, coffee, and fresh juices.",French food,8:00 AM,6:00 PM,Nutella Crepes
320,The Cajun Spot,"Cajun seafood restaurant with a focus on crawfish, shrimp boils, and po' boys.",Cajun food,11:00 AM,9:00 PM,Crawfish Boil
321,La Trattoria,"Classic Italian trattoria serving homemade pasta, pizza, and seasonal specials.",Italian food,12:00 PM,10:00 PM,Lasagna
322,Bistro Le Parisien,"Charming bistro offering a selection of French wines, cheese, and classic dishes.",French food,1:00 PM,11:00 PM,Duck Confit
323,Taco Delights,"Vibrant taco joint serving gourmet tacos, nachos, and spicy salsas.",Mexican food,11:00 AM,10:00 PM,Carnitas Taco
324,Sake House,"Japanese eatery offering sushi, sashimi, and tempura in a cozy setting.",Japanese food,5:00 PM,11:00 PM,Dragon Roll
325,Curry Corner,"Indian restaurant offering rich, flavorful curries, tandoori dishes, and naan bread.",Indian food,11:00 AM,10:00 PM,Butter Chicken
326,Café Samba,"Brazilian café offering a variety of acai bowls, pão de queijo, and Brazilian coffee.",Brazilian food,8:00 AM,8:00 PM,Feijoada
327,Churrascaria Sabor,Brazilian churrascaria specializing in grilled meats served on skewers and a salad bar.,Brazilian food,12:00 PM,10:00 PM,Picanha
328,Pasta Fresca,Fresh pasta restaurant serving hand-crafted pasta dishes and Italian-inspired sides.,Italian food,11:00 AM,10:00 PM,Penne Arrabbiata
329,The Waffle House,"Sweet and savory waffle house known for its crispy waffles, eggs, and bacon.","Breakfast, Waffles",7:00 AM,3:00 PM,Chicken & Waffles
330,The Ramen Lab,"Casual ramen bar with a variety of broths, noodles, and toppings.",Japanese food,11:00 AM,9:00 PM,Shoyu Ramen
331,Pho 24/7,"Vietnamese restaurant offering pho, banh xeo, and other traditional Vietnamese dishes.",Vietnamese food,10:00 AM,9:00 PM,Pho Ga
332,The Burger Shack,"Classic American burger joint with gourmet burgers, milkshakes, and fries.",American food,11:00 AM,10:00 PM,Cheeseburger
333,Pita Palace,"Mediterranean restaurant serving fresh pita wraps, shawarma, and tabbouleh.",Middle Eastern food,11:00 AM,10:00 PM,Chicken Shawarma
334,Buns & Bites,"Gourmet sandwich shop offering creative sandwiches, soups, and salads.",Sandwiches,11:00 AM,9:00 PM,Pulled Pork Sandwich
335,Mama’s Pizza,"Homestyle pizza joint offering thin-crust and deep-dish pizzas, calzones, and garlic bread.",Italian food,12:00 PM,10:00 PM,Deep Dish Pizza
336,Bánh Mì & Co.,"Modern Vietnamese café serving pho, bánh mì sandwiches, and bubble tea.",Vietnamese food,10:00 AM,9:00 PM,Bánh Mì
337,The Pancake House,"Cozy diner serving classic pancakes, waffles, and omelets.",Breakfast,7:00 AM,3:00 PM,Stack of Pancakes
338,Spice Symphony,Indian fusion restaurant with a modern twist on traditional curries and tandoori dishes.,Indian food,11:00 AM,10:00 PM,Lamb Rogan Josh
339,Sushi Express,"Quick-service sushi restaurant serving nigiri, rolls, and bento boxes.",Japanese food,11:00 AM,9:00 PM,California Roll
340,The Diner,"American diner offering burgers, milkshakes, fries, and hearty breakfast plates.",American food,7:00 AM,10:00 PM,Classic Cheeseburger
341,Pasta Bella,Authentic Italian restaurant specializing in freshly made pasta and traditional sauces.,Italian food,12:00 PM,10:00 PM,Spaghetti Carbonara
342,Tandoori Flames,Indian restaurant known for its tandoori dishes and flavorful curries.,Indian food,11:00 AM,10:00 PM,Tandoori Chicken
343,Sushi Master,"Traditional sushi bar serving fresh, expertly crafted sushi and sashimi.",Japanese food,11:00 AM,9:00 PM,Omakase
344,The Pie Shop,Local bakery serving freshly baked savory and sweet pies.,Bakery,7:00 AM,6:00 PM,Beef Wellington Pie
345,Soul Food Kitchen,"Southern comfort food serving fried chicken, collard greens, and cornbread.",American food,11:00 AM,10:00 PM,Fried Chicken
346,Baguette & Co.,"French café serving gourmet baguettes, croissants, and quiches.",French food,7:00 AM,3:00 PM,Croque Monsieur
347,El Mariachi,"Mexican restaurant offering tacos, burritos, quesadillas, and margaritas.",Mexican food,11:00 AM,10:00 PM,Burrito Grande
348,Szechuan Spice,Chinese restaurant specializing in spicy Szechuan dishes and dumplings.,Chinese food,11:00 AM,9:00 PM,Kung Pao Chicken
349,The Dumpling House,Cozy eatery known for its handmade dumplings and hot pots.,Chinese food,11:00 AM,9:00 PM,Pork Dumplings
350,Bento Box,"Japanese lunch spot offering delicious bento boxes with rice, vegetables, and protein.",Japanese food,11:00 AM,9:00 PM,Chicken Teriyaki Bento
351,Grill & Chill,"American grill offering burgers, steaks, and barbecue ribs.",American food,12:00 PM,11:00 PM,BBQ Ribs
352,Noodle Nirvana,Asian noodle shop offering a wide variety of noodle soups and stir-fries.,Asian food,11:00 AM,9:00 PM,Pad Thai
353,Café de Paris,"Elegant Parisian café offering croissants, quiches, and coffee.",French food,7:00 AM,4:00 PM,Quiche Lorraine
354,The Fish Market,"Seafood restaurant offering fresh fish, shrimp, oysters, and lobster.",Seafood,12:00 PM,9:00 PM,Grilled Salmon
355,BBQ Town,American BBQ joint known for its slow-cooked meats and smoky sauces.,American food,12:00 PM,11:00 PM,Pulled Pork Sandwich
356,Spice Route,Indian fusion restaurant offering modern takes on classic Indian dishes.,Indian food,11:00 AM,10:00 PM,Chana Masala
357,Havana Nights,"Cuban restaurant offering authentic Cuban sandwiches, rice bowls, and mojitos.",Cuban food,11:00 AM,10:00 PM,Cuban Sandwich
358,La Cantina,"Mexican cantina offering tacos, enchiladas, and specialty margaritas.",Mexican food,11:00 AM,10:00 PM,Enchiladas Verdes
359,The Sandwich Spot,Casual sandwich shop offering a wide variety of gourmet sandwiches and soups.,Sandwiches,10:00 AM,9:00 PM,Turkey Club Sandwich
360,Ramen Express,"Quick-service ramen restaurant offering a variety of broths, toppings, and sides.",Japanese food,11:00 AM,9:00 PM,Miso Ramen
361,Pizzeria Napoli,Traditional Italian pizzeria known for wood-fired pizzas and fresh ingredients.,Italian food,11:00 AM,10:00 PM,Margherita Pizza
362,Banh Mi Street,Vietnamese street food spot specializing in crispy baguette sandwiches.,Vietnamese food,10:00 AM,9:00 PM,Banh Mi Thit
363,The Greenhouse Café,"Farm-to-table café offering fresh salads, wraps, and smoothies.",Healthy food,7:00 AM,5:00 PM,Avocado Toast
364,Saffron Grill,Indian fusion restaurant featuring a variety of spiced dishes and grilled meats.,Indian food,11:00 AM,10:00 PM,Chicken Tikka
365,Café Oaxaca,Mexican café offering authentic Oaxacan specialties and rich coffee.,Mexican food,9:00 AM,9:00 PM,Mole Negro
366,The Pasta Kitchen,"Italian restaurant serving hand-made pasta, classic sauces, and wood-fired dishes.",Italian food,12:00 PM,11:00 PM,Fettuccine Alfredo
367,Taco Loco,"Vibrant Mexican restaurant offering tacos, burritos, and refreshing margaritas.",Mexican food,11:00 AM,10:00 PM,Carne Asada Tacos
368,Vegan Harvest,"Vegan restaurant offering seasonal dishes made with fresh, local produce.",Vegan food,10:00 AM,8:00 PM,Vegan Burger
369,Burger Joint,"Casual spot serving gourmet burgers, fries, and milkshakes.",American food,11:00 AM,10:00 PM,Cheeseburger
370,Curry Station,"Indian restaurant offering a variety of curry dishes, naan, and biryanis.",Indian food,11:00 AM,10:00 PM,Butter Chicken
371,Seafood Shack,"Seafood restaurant offering oysters, lobster rolls, shrimp cocktails, and more.",Seafood,12:00 PM,9:00 PM,Lobster Roll
372,Noodle Express,Quick-service spot offering Asian noodle dishes and dim sum.,Asian food,11:00 AM,9:00 PM,Beef Chow Fun
